order_id,customer_id,order_date,status,region_code
467,325.0,2024-05-19 06:19:08,DELIVERED,WEST
468,UNKNOWN,2024-08-08 06:31:41,SHIPPED,EAST
469,UNKNOWN,2024-03-09 14:29:04,RETURNED,WEST
470,370.0,2025-03-12 12:27:48,RETURNED,EAST
471,271.0,2025-02-12 21:25:05,DELIVERED,WEST
472,324.0,2024-09-13 07:02:33,DELIVERED,WEST
473,451.0,,PLACED,SOUTH
474,236.0,2024-03-25 18:24:41,SHIPPED,WEST
475,168.0,,DELIVERED,WEST
476,507.0,2024-06-29 05:41:23,PLACED,EAST
477,497.0,2026-05-21 06:10:19,DELIVERED,NORTH
478,127.0,2024-08-17 23:50:32,DELIVERED,SOUTH
479,185.0,2025-03-17 08:37:44,CANCELLED,CENTRAL
480,218.0,2025-02-27 18:24:22,DELIVERED,NORTH
481,185.0,2026-03-28 03:16:32,DELIVERED,NORTH
482,511.0,2025-01-17 09:24:51,DELIVERED,EAST
483,292.0,2024-02-10 07:56:23,DELIVERED,NORTH
484,383.0,2025-09-04 07:42:55,DELIVERED,NORTH
485,158.0,2025-05-17 14:23:00,PLACED,WEST
486,465.0,2026-01-15 10:17:40,DELIVERED,EAST
487,6.0,2026-07-12 01:32:25,DELIVERED,NORTH
488,333.0,2025-12-04 20:52:00,RETURNED,CENTRAL
489,217.0,2024-07-19 21:24:23,CANCELLED,EAST
490,57.0,2025-05-17 00:40:56,DELIVERED,CENTRAL
491,391.0,2026-07-24 15:03:20,PLACED,EAST
492,246.0,2024-10-03 12:43:25,RETURNED,WEST
493,22.0,2024-05-18 13:10:52,CANCELLED,SOUTH
494,413.0,2025-08-26 12:26:16,SHIPPED,SOUTH
495,306.0,2024-07-06 08:22:04,DELIVERED,WEST
496,135.0,2025-04-26 17:24:52,DELIVERED,NORTH
497,525.0,2025-07-24 19:47:00,SHIPPED,WEST
498,488.0,2025-08-25 21:01:34,SHIPPED,CENTRAL
499,93.0,2025-10-19 05:12:52,DELIVERED,EAST
500,445.0,2024-10-16 11:50:56,DELIVERED,NORTH
501,526.0,2024-03-03 19:38:28,DELIVERED,WEST
502,159.0,2024-12-14 07:54:29,RETURNED,CENTRAL
503,86.0,2026-03-26 01:24:20,SHIPPED,WEST
504,490.0,2024-05-03 00:09:39,DELIVERED,SOUTH
505,255.0,2025-04-11 16:02:46,DELIVERED,EAST
506,49.0,2026-06-02 04:32:48,DELIVERED,NORTH
507,111.0,2026-03-08 13:28:50,DELIVERED,WEST
508,476.0,2024-05-26 18:37:56,DELIVERED,CENTRAL
509,364.0,2025-01-28 14:42:12,SHIPPED,NORTH
510,17.0,2026-02-21 01:46:26,PLACED,WEST
511,187.0,2024-10-05 22:11:27,CANCELLED,NORTH
512,427.0,2024-05-09 09:17:50,CANCELLED,EAST
513,466.0,,DELIVERED,WEST
514,350.0,2025-02-15 18:41:22,RETURNED,SOUTH
515,190.0,2024-11-23 21:11:57,PLACED,CENTRAL
516,109.0,2025-02-06 20:03:48,DELIVERED,NORTH
517,405.0,2024-01-10 01:59:40,PLACED,SOUTH
518,472.0,2026-01-11 04:19:05,DELIVERED,CENTRAL
519,311.0,2026-01-26 02:19:47,DELIVERED,CENTRAL
520,405.0,2025-07-14 08:56:37,CANCELLED,NORTH
521,139.0,2024-07-13 07:40:27,PLACED,NORTH
522,193.0,2024-01-25 16:14:41,CANCELLED,SOUTH
523,149.0,2026-01-17 09:20:56,DELIVERED,WEST
524,196.0,,PLACED,WEST
525,486.0,2024-08-18 04:00:56,DELIVERED,NORTH
526,157.0,2024-09-15 00:51:41,DELIVERED,WEST
527,483.0,2026-01-23 11:51:24,PLACED,WEST
528,249.0,2026-06-28 02:49:00,SHIPPED,CENTRAL
529,UNKNOWN,2025-08-31 12:52:46,PLACED,NORTH
530,443.0,,RETURNED,WEST
531,298.0,2026-06-17 22:03:20,PLACED,WEST
532,UNKNOWN,2026-01-25 03:09:26,DELIVERED,CENTRAL
533,238.0,2026-01-27 22:17:10,DELIVERED,CENTRAL
534,UNKNOWN,2024-01-30 13:06:15,DELIVERED,EAST
535,66.0,2026-05-09 10:52:01,SHIPPED,WEST
536,120.0,2026-01-05 07:19:07,DELIVERED,EAST
537,447.0,,PLACED,EAST
538,UNKNOWN,2024-10-25 13:47:01,DELIVERED,WEST
539,520.0,2024-12-26 13:25:52,SHIPPED,EAST
540,480.0,2026-07-24 07:55:11,PLACED,EAST
541,427.0,2025-08-29 10:05:39,CANCELLED,EAST
542,166.0,2026-01-03 17:32:47,DELIVERED,EAST
543,495.0,2024-05-13 21:28:00,PLACED,SOUTH
544,504.0,2024-08-30 19:48:42,PLACED,WEST
545,311.0,2026-02-05 23:24:18,SHIPPED,CENTRAL
546,19.0,2024-03-14 02:07:34,DELIVERED,EAST
547,163.0,2025-07-08 15:33:37,SHIPPED,CENTRAL
548,66.0,2024-02-19 15:55:41,DELIVERED,NORTH
549,124.0,2024-12-18 03:37:31,DELIVERED,WEST
550,UNKNOWN,2025-02-04 12:18:21,RETURNED,EAST
551,UNKNOWN,2024-03-13 12:13:14,DELIVERED,CENTRAL
552,155.0,2025-02-19 12:47:45,CANCELLED,CENTRAL
553,107.0,2026-07-27 17:32:41,DELIVERED,WEST
554,114.0,2025-12-11 03:15:06,RETURNED,CENTRAL
555,43.0,2024-06-07 05:54:56,DELIVERED,SOUTH
556,211.0,2024-07-02 09:34:17,RETURNED,SOUTH
557,453.0,2025-03-29 19:08:03,DELIVERED,WEST
558,158.0,2024-06-03 05:57:27,DELIVERED,EAST
559,126.0,2024-08-02 00:31:47,CANCELLED,WEST
560,7.0,,SHIPPED,WEST
561,294.0,2025-06-14 05:20:04,DELIVERED,NORTH
562,382.0,2025-02-17 05:46:53,DELIVERED,WEST
563,252.0,2025-07-14 05:45:38,SHIPPED,CENTRAL
564,234.0,,PLACED,WEST
565,420.0,2025-10-04 05:01:12,CANCELLED,CENTRAL
566,31.0,2025-07-15 23:55:33,DELIVERED,NORTH
567,72.0,2026-03-14 16:09:26,PLACED,EAST
568,169.0,2025-09-15 22:37:46,DELIVERED,WEST
569,155.0,2024-02-27 14:57:16,RETURNED,NORTH
570,303.0,2026-03-18 10:44:30,DELIVERED,CENTRAL
571,322.0,2025-04-17 17:59:04,RETURNED,NORTH
572,UNKNOWN,2025-03-10 14:58:55,RETURNED,CENTRAL
573,414.0,2024-08-16 03:24:18,DELIVERED,SOUTH
574,453.0,2026-04-25 17:38:45,DELIVERED,WEST
575,309.0,2024-11-02 11:43:07,PLACED,CENTRAL
576,400.0,2025-06-03 14:48:00,DELIVERED,SOUTH
577,291.0,2026-03-19 12:31:00,SHIPPED,CENTRAL
578,320.0,2026-05-07 04:04:03,DELIVERED,SOUTH
579,29.0,2024-02-06 09:13:33,CANCELLED,CENTRAL
580,265.0,,SHIPPED,EAST
581,518.0,2025-10-18 17:06:31,PLACED,NORTH
582,266.0,2025-08-02 09:39:36,DELIVERED,EAST
583,49.0,2024-07-11 08:05:02,DELIVERED,NORTH
584,306.0,2025-11-28 02:07:25,DELIVERED,NORTH
585,348.0,2025-12-04 22:33:02,RETURNED,CENTRAL
586,UNKNOWN,2026-05-28 14:59:34,DELIVERED,CENTRAL
587,240.0,2026-07-14 03:40:22,DELIVERED,EAST
588,144.0,2026-06-08 18:15:15,DELIVERED,CENTRAL
589,108.0,2025-01-19 16:26:23,DELIVERED,CENTRAL
590,370.0,2024-10-26 02:58:49,DELIVERED,SOUTH
591,422.0,2025-10-23 06:57:10,PLACED,NORTH
592,134.0,2025-10-22 00:55:31,DELIVERED,WEST
593,379.0,2024-05-01 06:45:39,DELIVERED,WEST
594,532.0,2026-07-02 19:09:23,DELIVERED,EAST
595,511.0,2026-06-26 16:25:25,DELIVERED,WEST
596,427.0,2026-01-30 11:24:49,CANCELLED,SOUTH
597,131.0,2026-02-24 17:03:53,DELIVERED,WEST
598,526.0,2024-07-19 23:49:45,CANCELLED,NORTH
599,467.0,2024-11-26 07:53:18,DELIVERED,SOUTH
600,379.0,,RETURNED,NORTH
601,419.0,2026-07-23 13:16:53,PLACED,EAST
602,297.0,2026-06-07 04:56:06,PLACED,SOUTH
603,381.0,2024-07-01 21:44:52,DELIVERED,EAST
604,302.0,2025-04-16 02:21:19,DELIVERED,SOUTH
605,432.0,,PLACED,EAST
606,221.0,2025-03-16 08:59:10,SHIPPED,WEST
607,126.0,2024-01-04 05:45:45,DELIVERED,NORTH
608,428.0,2024-03-10 09:53:00,DELIVERED,EAST
609,UNKNOWN,2026-05-28 21:12:35,DELIVERED,EAST
610,487.0,2025-08-09 02:58:24,CANCELLED,CENTRAL
611,142.0,2024-07-25 07:30:03,DELIVERED,WEST
612,460.0,2025-11-29 22:35:00,PLACED,EAST
613,420.0,2024-05-18 17:54:13,DELIVERED,WEST
614,47.0,2025-06-10 14:45:25,RETURNED,WEST
615,91.0,2025-03-06 21:17:35,CANCELLED,NORTH
616,317.0,2026-06-07 13:30:41,DELIVERED,NORTH
617,88.0,2026-05-18 22:11:05,SHIPPED,CENTRAL
618,55.0,2026-04-21 17:02:52,RETURNED,CENTRAL
619,488.0,2024-10-21 05:11:23,DELIVERED,NORTH
620,545.0,2024-07-05 20:28:54,SHIPPED,NORTH
621,211.0,2025-03-03 03:20:45,SHIPPED,CENTRAL
622,87.0,2025-11-21 02:04:30,CANCELLED,CENTRAL
623,UNKNOWN,2025-05-12 18:32:22,DELIVERED,NORTH
624,24.0,2026-02-02 11:26:34,DELIVERED,SOUTH
625,25.0,2025-10-06 13:57:04,CANCELLED,EAST
626,264.0,2025-08-16 10:24:06,PLACED,NORTH
627,UNKNOWN,,SHIPPED,SOUTH
628,262.0,,DELIVERED,SOUTH
629,418.0,2025-04-21 14:07:02,DELIVERED,NORTH
630,186.0,2025-05-20 07:42:58,PLACED,NORTH
631,400.0,2025-04-07 23:09:09,PLACED,SOUTH
632,332.0,2025-10-03 07:08:59,SHIPPED,NORTH
633,208.0,2024-03-21 14:09:23,SHIPPED,CENTRAL
634,243.0,2026-06-29 08:44:51,DELIVERED,CENTRAL
635,118.0,2025-08-21 03:39:18,SHIPPED,EAST
636,417.0,2025-12-23 01:52:38,PLACED,NORTH
637,240.0,2025-09-25 00:28:10,RETURNED,NORTH
638,104.0,2025-02-22 03:00:08,SHIPPED,CENTRAL
639,312.0,2024-07-14 01:38:20,DELIVERED,WEST
640,513.0,2024-05-10 08:19:48,SHIPPED,SOUTH
641,173.0,2025-08-02 21:49:38,DELIVERED,CENTRAL
642,463.0,2025-10-20 06:38:11,PLACED,WEST
643,172.0,2025-03-25 08:00:04,PLACED,WEST
644,257.0,2025-02-28 13:28:19,CANCELLED,WEST
645,218.0,2025-06-29 21:48:34,DELIVERED,CENTRAL
646,UNKNOWN,2025-03-13 00:02:42,PLACED,CENTRAL
647,72.0,2026-05-24 17:12:10,DELIVERED,WEST
648,144.0,2024-07-10 00:54:48,DELIVERED,EAST
649,216.0,2025-11-02 00:43:36,DELIVERED,EAST
650,268.0,,RETURNED,WEST
651,252.0,2025-02-28 02:40:03,DELIVERED,EAST
652,216.0,2025-06-14 16:52:56,DELIVERED,CENTRAL
653,17.0,2025-05-25 05:46:25,RETURNED,SOUTH
654,488.0,2024-01-04 04:20:12,PLACED,NORTH
655,424.0,2024-09-26 13:53:30,DELIVERED,WEST
656,84.0,2025-09-02 04:18:46,DELIVERED,NORTH
657,UNKNOWN,2026-04-16 18:18:09,PLACED,WEST
658,362.0,2024-07-10 17:16:00,RETURNED,WEST
659,367.0,2026-07-23 02:29:39,DELIVERED,NORTH
660,474.0,2024-07-12 19:32:02,DELIVERED,SOUTH
661,10.0,2025-11-21 15:03:23,SHIPPED,NORTH
662,367.0,,SHIPPED,CENTRAL
663,227.0,2025-04-15 23:18:53,SHIPPED,WEST
664,38.0,2025-07-17 21:35:25,SHIPPED,CENTRAL
665,8.0,,SHIPPED,WEST
666,285.0,2024-06-21 08:23:10,DELIVERED,WEST
667,199.0,2024-09-21 19:50:48,DELIVERED,CENTRAL
668,180.0,2026-07-25 16:26:45,PLACED,SOUTH
669,131.0,2024-04-11 01:12:52,SHIPPED,CENTRAL
670,536.0,2024-12-20 03:09:27,DELIVERED,EAST
671,24.0,2024-10-25 00:44:38,RETURNED,CENTRAL
672,465.0,2025-01-27 21:34:51,PLACED,WEST
673,331.0,2024-03-21 13:35:06,DELIVERED,WEST
674,125.0,2025-03-01 16:47:15,DELIVERED,WEST
675,371.0,2026-02-08 20:21:52,DELIVERED,NORTH
676,49.0,,SHIPPED,WEST
677,460.0,2026-04-07 01:41:38,DELIVERED,WEST
678,343.0,2024-10-29 07:31:02,PLACED,CENTRAL
679,232.0,2024-02-09 09:56:03,RETURNED,WEST
680,256.0,2024-04-25 15:20:16,SHIPPED,EAST
681,65.0,2025-04-27 19:40:56,DELIVERED,NORTH
682,492.0,2024-02-13 07:10:17,DELIVERED,NORTH
683,343.0,2026-07-09 11:08:53,CANCELLED,SOUTH
684,485.0,2024-06-16 12:35:27,SHIPPED,EAST
685,342.0,2024-03-25 13:24:14,DELIVERED,SOUTH
686,450.0,2024-04-23 06:18:46,DELIVERED,WEST
687,128.0,2026-06-18 08:14:29,PLACED,NORTH
688,387.0,2024-02-21 19:08:32,DELIVERED,NORTH
689,64.0,2024-07-17 02:52:44,RETURNED,WEST
690,309.0,2024-03-26 02:40:32,DELIVERED,WEST
691,105.0,2024-04-12 04:50:19,DELIVERED,CENTRAL
692,302.0,2024-03-22 02:16:27,CANCELLED,WEST
693,421.0,2024-05-28 20:48:38,SHIPPED,CENTRAL
694,465.0,2024-01-17 11:26:26,DELIVERED,WEST
695,348.0,2024-06-06 07:54:53,DELIVERED,NORTH
696,530.0,2025-12-06 09:12:31,DELIVERED,SOUTH
697,106.0,2024-06-16 18:46:39,PLACED,NORTH
698,199.0,2026-07-10 00:24:38,RETURNED,SOUTH
699,263.0,2026-03-01 13:05:34,DELIVERED,WEST
700,191.0,2025-11-21 16:47:45,SHIPPED,NORTH
