item_id,order_id,product_id,quantity,unit_price,discount_percent
929,642,102,5,61476.57,0
930,278,82,1,60036.1,25
931,581,254,2,43386.29,5
932,234,468,5,45478.41,10
933,566,285,2,15373.4,0
934,136,311,2,67498.52,5
935,600,489,5,39552.11,0
936,327,75,1,54560.92,25
937,86,488,5,17230.32,50
938,221,499,1,67292.54,50
939,441,115,4,82640.18,5
940,604,468,3,59037.25,20
941,616,278,2,21555.98,15
942,520,495,3,67305.44,10
943,545,255,5,3127.77,30
944,317,451,2,41004.05,25
945,7,327,5,29446.84,25
946,508,168,4,54285.36,10
947,97,454,5,50276.96,0
948,199,112,2,38824.23,10
949,514,313,5,52327.31,25
950,106,308,2,64124.77,50
951,689,159,2,60987.33,20
952,176,162,2,4666.05,15
953,529,486,4,57242.03,10
954,235,270,3,57048.37,15
955,149,314,3,72663.14,15
956,461,316,4,40194.59,20
957,6,414,4,38206.52,15
958,662,144,-3,66752.43,0
959,208,214,3,82668.99,10
960,383,25,4,64561.12,15
961,572,205,5,79203.69,30
962,451,281,-2,26650.32,0
963,334,492,5,31548.2,25
964,48,400,4,10542.03,5
965,287,385,1,50510.71,15
966,283,379,3,55360.28,0
967,484,138,1,77840.3,15
968,424,156,5,18951.22,10
969,588,205,4,73637.55,5
970,336,267,3,63240.25,0
971,144,70,3,42219.49,15
972,457,220,4,54741.56,5
973,472,371,3,72.19,10
974,619,24,4,25096.73,20
975,406,499,-5,79031.51,0
976,525,383,4,1403.5,0
977,517,335,4,50199.41,10
978,589,342,1,28871.08,50
979,95,116,5,72481.46,0
980,588,480,2,17475.78,0
981,442,284,2,18795.79,15
982,75,187,3,84039.84,25
983,541,443,4,89279.95,50
984,301,7,4,34526.28,0
985,9,231,2,66614.65,10
986,229,335,2,46331.73,50
987,364,157,2,7649.08,5
988,316,186,5,23014.8,50
989,41,131,1,74970.01,15
990,323,236,2,63875.23,10
991,168,435,2,34328.76,5
992,364,28,4,29810.0,0
993,385,27,2,52452.96,20
994,51,458,2,62862.12,5
995,390,128,2,51209.75,30
996,593,125,2,49304.87,0
997,501,367,3,56771.35,20
998,196,216,5,30434.41,15
999,490,262,4,76316.93,0
1000,8,390,4,42678.65,0
1001,364,370,1,34629.2,20
1002,668,308,1,51270.89,20
1003,483,17,3,48025.01,15
1004,47,145,2,50367.15,50
1005,10,132,2,21158.3,25
1006,40,63,2,36947.93,10
1007,381,425,4,20195.29,0
1008,179,156,2,18221.89,15
1009,113,167,2,12433.86,10
1010,414,383,3,1890.73,50
1011,329,30,3,72211.54,0
1012,482,36,2,52783.0,20
1013,48,387,5,27964.79,0
1014,162,103,2,48334.08,0
1015,430,68,4,9339.83,25
1016,426,451,5,41356.66,0
1017,319,488,3,18933.29,0
1018,331,375,1,35484.56,25
1019,505,201,5,59530.33,0
1020,147,231,1,74411.04,20
1021,290,108,3,3542.35,0
1022,676,309,4,9111.49,50
1023,533,274,2,36624.99,15
1024,433,384,5,16208.06,0
1025,395,50,2,81369.53,0
1026,147,35,2,88489.36,0
1027,407,331,4,12795.34,25
1028,353,193,5,6363.92,20
1029,463,220,3,60117.49,30
1030,451,121,5,87392.86,15
1031,346,191,4,61997.26,30
1032,468,99,3,76468.11,30
1033,270,65,4,33668.28,0
1034,557,130,4,39216.29,0
1035,124,303,3,396.87,10
1036,464,447,1,42949.84,30
1037,187,408,5,62842.35,5
1038,146,228,2,19196.75,15
1039,539,156,-5,17232.28,30
1040,49,372,5,24013.06,0
1041,384,163,2,62307.62,50
1042,232,156,5,17110.37,20
1043,208,286,4,43201.27,10
1044,400,432,4,35934.01,15
1045,140,308,3,47054.85,30
1046,685,320,5,57055.08,50
1047,69,61,2,68060.54,0
1048,493,165,2,67709.18,20
1049,164,430,2,58436.35,5
1050,359,73,3,71214.09,0
1051,412,127,-5,68011.36,0
1052,211,455,3,5772.63,15
1053,12,121,5,81452.66,0
1054,644,483,4,39681.27,10
1055,128,466,3,9589.86,10
1056,42,391,3,75902.03,0
1057,642,478,2,55870.76,25
1058,299,231,1,71254.51,50
1059,614,372,4,21699.71,20
1060,432,59,3,42079.75,10
1061,258,337,-3,14242.06,15
1062,86,14,4,31717.94,5
1063,600,507,4,23855.31,10
1064,107,500,5,48232.55,20
1065,622,392,1,54104.6,50
1066,659,101,1,70663.94,5
1067,370,432,1,35116.63,15
1068,663,451,5,52392.87,30
1069,39,409,4,81745.88,0
1070,222,186,3,22349.84,0
1071,300,423,4,58202.6,10
1072,368,353,2,21344.51,10
1073,457,49,3,20161.29,0
1074,215,330,3,24031.25,0
1075,512,92,5,56464.33,30
1076,234,325,1,45951.28,0
1077,655,416,4,66369.78,0
1078,392,208,4,31459.42,15
1079,346,449,2,24750.28,0
1080,331,17,5,36523.92,10
1081,519,304,5,49992.8,0
1082,408,78,1,3672.02,50
1083,680,415,2,34923.27,15
1084,546,363,4,2866.38,0
1085,301,85,2,55897.69,25
1086,42,252,3,40158.98,0
1087,507,230,2,33519.92,5
1088,232,451,2,49251.28,0
1089,13,304,1,42248.75,50
1090,495,450,5,20598.46,50
1091,197,423,5,47526.84,50
1092,410,397,3,56959.47,10
1093,442,380,2,32592.7,15
1094,554,366,2,12632.53,15
1095,253,132,5,18253.84,25
1096,549,322,5,35284.93,5
1097,357,230,5,29880.28,0
1098,472,449,4,21891.49,0
1099,176,23,5,80800.68,0
1100,356,489,2,44834.4,0
1101,699,363,3,2544.68,50
1102,259,29,4,41886.08,20
1103,137,406,4,23738.05,10
1104,552,312,5,64857.79,30
1105,417,148,5,45231.33,15
1106,7,55,3,10635.73,50
1107,123,73,5,81135.04,20
1108,166,200,5,21361.16,0
1109,186,31,-4,61696.99,0
1110,340,92,4,51781.93,50
1111,397,418,4,15109.2,0
1112,352,188,3,44903.34,0
1113,441,259,2,71554.12,10
1114,412,206,1,43048.96,15
1115,463,97,1,70849.19,50
1116,63,61,1,66570.95,0
1117,2,13,4,50394.49,10
1118,29,384,2,17206.5,5
1119,652,511,2,13704.5,15
1120,100,159,5,66832.33,0
1121,452,182,4,73250.1,0
1122,638,40,1,48794.34,10
1123,299,111,2,40741.55,50
1124,531,172,4,4818.92,5
1125,618,159,3,75254.45,25
1126,675,399,1,29312.03,30
1127,68,347,2,38644.97,5
1128,503,193,1,6694.36,15
1129,61,492,5,30370.12,0
1130,533,94,3,40391.4,30
1131,577,404,2,5440.96,10
1132,329,139,2,56122.69,10
1133,642,437,4,32130.06,0
1134,503,25,3,68361.86,30
1135,496,399,3,25115.15,0
1136,541,43,1,67188.06,10
1137,602,178,1,31184.69,30
1138,29,49,4,24657.26,5
1139,361,54,4,86163.33,30
1140,537,183,1,21280.56,5
1141,102,469,2,6854.26,15
1142,75,209,5,13315.79,50
1143,16,47,2,47673.56,0
1144,298,5,3,53470.97,0
1145,400,234,4,13162.91,0
1146,160,146,-5,18565.81,10
1147,433,318,3,26575.31,20
1148,11,426,4,59854.1,10
1149,195,500,1,43477.05,20
1150,43,460,2,36444.12,0
1151,653,118,4,16106.64,0
1152,188,336,3,58830.13,20
1153,292,294,5,21978.62,10
1154,112,123,2,65805.49,0
1155,569,510,5,20421.3,0
1156,481,491,2,1604.81,0
1157,398,189,1,61642.18,5
1158,447,380,2,33414.13,25
1159,612,43,5,78815.25,5
1160,216,326,1,32118.43,0
1161,350,257,3,91004.38,25
1162,206,58,2,11452.5,10
1163,518,66,2,14359.4,15
1164,674,450,4,17899.12,0
1165,252,295,2,43380.33,30
1166,326,59,1,35139.92,20
1167,531,18,2,2550.26,15
1168,380,40,1,37726.64,5
1169,7,391,1,57235.78,20
1170,581,123,1,76111.84,50
1171,559,76,4,25527.43,50
1172,661,396,5,71835.41,20
1173,461,244,5,57151.57,10
1174,354,466,2,10741.86,25
1175,550,369,3,40527.46,0
1176,398,264,3,48550.97,0
1177,443,308,4,49699.11,20
1178,555,233,2,22912.53,15
1179,214,416,4,68873.65,25
1180,464,455,4,7505.65,15
1181,346,334,2,19933.24,30
1182,211,252,2,35875.57,50
1183,200,373,5,88364.32,20
1184,384,315,2,66870.02,25
1185,112,464,5,36726.19,20
1186,53,205,5,65496.2,0
1187,676,394,4,92617.19,0
1188,454,25,4,72910.58,50
1189,684,177,5,16944.59,0
1190,657,412,2,73350.06,0
1191,422,325,2,41061.79,25
1192,324,37,1,42072.79,0
1193,22,9,1,1975.37,15
1194,93,321,3,34998.3,5
1195,155,219,1,437.63,15
1196,639,324,-4,44591.21,25
1197,347,180,1,8869.96,30
1198,164,156,-1,15023.97,30
1199,634,420,5,8148.41,25
1200,288,256,2,24685.39,25
1201,100,41,4,29398.34,25
1202,389,489,-1,35703.89,50
1203,372,452,2,27579.03,25
1204,21,504,5,40711.06,15
1205,348,88,1,14969.39,0
1206,139,308,2,59518.93,0
1207,685,202,3,20940.74,10
1208,86,364,4,39878.23,0
1209,637,428,3,89866.13,10
1210,197,287,1,37213.86,25
1211,327,171,2,66007.3,10
1212,270,460,3,48218.15,0
1213,280,470,3,80224.45,30
1214,33,134,5,31325.15,0
1215,588,20,2,15417.44,25
1216,390,398,3,15284.6,20
1217,344,376,4,35843.81,20
1218,351,136,3,62223.7,30
1219,198,501,1,25267.45,25
1220,688,87,3,88310.54,30
1221,117,24,1,31338.6,5
1222,77,182,2,70046.86,50
1223,243,90,1,62030.2,0
1224,350,73,4,69420.56,15
1225,681,109,1,60289.3,0
1226,205,84,1,10204.76,0
1227,444,239,1,67791.02,20
1228,329,198,2,57389.84,25
1229,620,191,-5,66715.72,0
1230,454,190,1,44506.71,0
1231,203,270,5,50866.14,50
1232,194,127,1,67532.38,5
1233,192,330,2,24144.85,0
1234,405,304,5,47650.13,10
1235,224,437,3,30466.04,5
1236,544,8,-3,20648.62,10
1237,166,67,4,17627.01,15
1238,62,441,4,17174.53,0
1239,691,91,3,38373.58,50
1240,695,68,3,10938.93,25
1241,367,492,3,26396.53,25
1242,321,195,2,29202.47,0
1243,362,420,4,9069.19,15
1244,413,475,4,63388.74,25
1245,157,146,4,19384.58,20
1246,26,143,4,40925.51,0
1247,410,375,2,25958.37,0
1248,608,189,1,64757.63,20
1249,484,154,2,57265.53,0
1250,510,402,5,11408.57,10
1251,234,195,4,31913.5,20
1252,446,164,1,74892.18,15
1253,109,69,4,15887.52,50
1254,297,145,4,41305.09,5
1255,427,503,3,21469.01,0
1256,347,319,4,59136.62,50
1257,125,133,3,18013.1,15
1258,132,379,4,57712.58,0
1259,19,458,2,61423.13,5
1260,335,240,3,82499.53,25
1261,288,349,3,73450.81,5
1262,131,330,5,24329.36,5
1263,608,243,2,15875.95,25
1264,577,482,3,65039.07,30
1265,98,394,5,87660.28,15
1266,84,503,3,25228.01,0
1267,461,399,3,29253.85,0
1268,373,61,2,62275.17,0
1269,336,365,4,40643.48,30
1270,150,280,4,39232.81,15
1271,620,205,2,79833.48,50
1272,620,124,1,23493.09,5
1273,537,517,4,2531.43,20
1274,12,306,2,19069.95,10
1275,26,30,4,69364.58,0
1276,378,477,2,78151.08,25
1277,641,392,5,64792.88,25
1278,322,111,4,48987.02,10
1279,203,465,5,20182.33,0
1280,331,18,3,2152.82,30
1281,489,378,4,45563.34,30
1282,27,445,4,26014.53,0
1283,335,36,3,51317.98,50
1284,583,41,1,37565.84,0
1285,509,66,2,17982.89,0
1286,105,168,2,69400.08,0
1287,369,366,4,13885.51,15
1288,72,505,1,74474.35,30
1289,427,406,5,27845.08,0
1290,213,460,3,36853.74,5
1291,246,58,5,12437.48,0
1292,54,231,1,70232.68,5
1293,239,157,2,9782.85,30
1294,328,331,4,14668.4,0
1295,523,297,4,7208.93,30
1296,70,42,1,1954.38,5
1297,236,504,1,29790.35,50
1298,377,169,2,22299.81,30
1299,8,289,3,20087.15,30
1300,398,164,5,83444.4,10
1301,343,201,3,63997.79,20
1302,123,293,4,35680.09,50
1303,668,416,1,63863.18,0
1304,397,110,2,50349.98,5
1305,584,306,2,22942.39,50
1306,311,370,2,29862.49,50
1307,259,223,3,9072.8,0
1308,222,186,2,29594.58,25
1309,398,336,4,65106.91,50
1310,170,504,5,35289.03,10
1311,684,255,1,2843.28,0
1312,32,52,-3,34296.36,0
1313,311,456,5,69774.05,0
1314,100,55,2,9515.86,20
1315,382,78,1,3780.49,10
1316,36,123,3,63734.48,25
1317,210,124,1,28632.97,25
1318,179,15,2,34931.4,25
1319,594,280,5,31563.23,25
1320,65,157,4,7723.3,20
1321,31,39,4,78492.54,20
1322,180,14,1,37396.44,0
1323,288,289,2,23314.13,10
1324,25,279,2,58163.14,5
1325,459,2,1,72738.3,50
1326,446,501,1,29812.27,10
1327,373,91,4,42107.54,25
1328,558,168,3,58146.24,30
1329,554,150,3,44343.09,20
1330,179,412,3,68594.76,10
1331,152,507,4,27758.16,15
1332,443,89,2,79561.15,15
1333,368,478,5,56336.59,0
1334,44,352,2,24135.69,50
1335,350,164,-5,83844.98,0
1336,211,406,4,22594.64,0
1337,514,43,5,75305.82,0
1338,261,169,3,24886.68,25
1339,120,334,3,20344.67,30
1340,405,403,3,37482.64,20
1341,109,232,4,7879.54,0
1342,193,1,5,38636.63,0
1343,508,148,3,47267.56,5
1344,416,311,5,87217.68,0
1345,196,25,3,57703.7,0
1346,213,191,1,74621.78,0
1347,260,464,-4,45094.01,15
1348,678,413,5,4825.9,10
1349,352,398,3,17283.58,20
1350,635,490,5,17190.8,0
1351,696,504,4,41064.55,15
1352,360,32,4,67979.24,20
1353,552,101,5,67212.78,50
1354,360,503,4,29674.3,0
1355,500,89,5,76354.22,0
1356,85,252,1,42440.15,25
1357,389,346,4,73960.84,0
1358,331,318,4,29923.17,5
1359,629,421,2,59779.4,50
1360,692,29,4,44729.49,0
1361,515,186,5,26153.53,20
1362,549,50,1,68228.21,30
1363,503,179,3,44374.03,0
1364,41,298,4,57098.93,0
1365,159,79,4,48631.43,5
1366,6,397,2,57458.76,20
1367,45,310,3,50065.64,50
1368,506,235,-1,15874.12,0
1369,169,143,5,32893.37,50
1370,25,449,4,21884.41,0
1371,538,378,1,53892.5,20
1372,486,35,5,73967.61,20
1373,69,67,3,17799.58,25
1374,411,520,2,46006.53,0
1375,25,166,2,55377.56,5
1376,457,383,4,1698.84,0
1377,673,190,1,45589.7,30
1378,41,238,3,27549.52,0
1379,401,12,5,77004.17,0
1380,116,273,1,77191.12,10
1381,141,328,4,35661.56,5
1382,194,487,2,70805.59,0
1383,177,398,5,18334.09,0
1384,150,131,2,82665.75,0
1385,490,75,2,61891.24,20
1386,641,371,3,87.3,20
1387,62,443,3,67342.22,20
1388,29,198,3,61092.88,20
1389,461,231,2,76480.31,25
1390,630,417,-2,62345.88,5
1391,614,295,1,42547.96,20
1392,615,32,5,71885.2,0
1393,150,41,4,31953.73,10
1394,476,350,5,48754.5,50
1395,335,316,4,45993.91,30
1396,500,396,5,83857.22,30
1397,699,141,1,71992.87,25
1398,351,65,3,28318.07,10
1399,296,234,3,12898.82,5
1400,580,196,3,1388.65,5
1401,344,422,5,8248.82,20
1402,686,193,2,6642.92,10
1403,195,371,5,81.68,15
1404,210,474,2,12412.18,0
1405,299,253,3,62141.72,0
1406,664,509,4,35089.44,25
1407,278,471,2,35410.01,10
1408,621,74,4,17367.08,30
1409,403,4,3,62159.22,25
1410,466,284,4,19078.26,5
1411,273,53,4,44979.61,50
1412,111,488,3,18731.04,0
1413,144,186,1,23205.58,0
1414,72,285,5,15466.93,10
1415,131,99,4,82582.0,5
1416,41,62,3,54400.9,50
1417,284,292,-2,76232.77,5
1418,634,274,3,38480.38,5
1419,156,24,-3,28945.64,5
1420,176,393,5,34358.65,0
1421,165,94,5,39233.61,10
1422,498,128,4,51264.51,5
1423,248,471,-2,36236.58,5
1424,287,110,3,39059.22,20
1425,594,396,2,75978.87,0
1426,84,419,4,54120.26,0
1427,394,390,3,32763.17,5
1428,690,504,5,34783.07,15
1429,330,22,5,20005.67,20
1430,453,211,1,67328.97,50
1431,700,387,4,22957.5,5
1432,224,322,3,38580.28,5
1433,298,237,4,17391.91,0
1434,577,250,1,62015.32,25
1435,23,399,3,27447.73,20
1436,21,503,4,25007.36,20
1437,92,448,2,7212.06,10
1438,376,267,2,61652.38,5
1439,600,201,4,75516.82,15
1440,50,235,2,12845.06,0
1441,631,52,5,28198.54,10
1442,464,153,4,11232.61,10
1443,191,235,2,14396.32,30
1444,69,238,5,34235.74,0
1445,587,181,4,47146.26,20
1446,172,242,2,58003.05,50
1447,79,69,3,15071.91,0
1448,547,128,5,64478.29,15
1449,184,157,2,8610.12,5
1450,9,334,3,21109.29,30
1451,22,513,1,19236.19,20
1452,139,172,2,3631.01,0
1453,248,377,3,70009.46,25
1454,252,466,1,9665.85,5
1455,166,44,4,50156.29,0
1456,1,295,4,42041.17,20
1457,564,414,4,50403.48,30
1458,363,415,5,33892.54,20
1459,171,516,2,45332.66,0
1460,212,76,3,31276.57,10
1461,119,423,3,50933.49,15
1462,25,323,1,32729.01,5
1463,446,151,5,60705.39,0
1464,665,310,2,53972.6,0
1465,233,450,4,19477.67,25
1466,477,381,4,26936.45,0
1467,426,53,2,35617.64,0
1468,303,384,4,13144.15,20
1469,670,444,3,42388.25,15
1470,525,489,4,34002.09,0
1471,361,340,5,7402.03,0
1472,12,104,5,30380.7,10
1473,62,26,5,4174.5,15
1474,25,460,5,40171.07,25
1475,356,335,1,42619.14,30
1476,600,127,4,71276.74,20
1477,527,38,5,28332.81,50
1478,519,69,2,16094.44,20
1479,339,451,3,50535.89,0
1480,146,202,4,15770.44,10
1481,404,226,3,5341.92,0
1482,137,200,2,22652.84,20
1483,156,438,3,83639.4,5
1484,1,68,1,9518.3,10
1485,495,68,2,9713.3,25
1486,117,82,3,54910.71,50
1487,382,481,3,45833.21,50
1488,572,339,3,21650.31,30
1489,160,286,2,55762.5,5
1490,23,445,3,24690.75,30
1491,308,511,4,17664.51,0
1492,606,308,3,61807.33,0
1493,152,229,2,82077.08,5
1494,476,157,5,9703.78,30
1495,372,423,4,57173.37,50
1496,340,307,2,34460.48,50
1497,493,68,1,11659.26,20
1498,416,443,4,70222.47,0
1499,342,380,2,29843.73,25
1500,504,406,4,26935.54,20
1501,241,294,2,21657.72,15
1502,164,335,1,47248.21,0
1503,85,85,1,65067.58,0
1504,554,439,1,45303.39,0
1505,53,3,1,63721.44,0
1506,299,376,3,34516.16,50
1507,90,42,3,1929.62,15
1508,103,40,1,49647.3,0
1509,630,1,2,37832.77,0
1510,401,503,5,22259.48,10
1511,631,74,3,20949.64,0
1512,67,474,3,12508.79,0
1513,659,99,2,72397.56,10
1514,33,403,2,46035.03,25
1515,464,368,3,60589.23,10
1516,670,411,2,15037.78,10
1517,683,335,4,41503.13,0
1518,159,38,5,23171.97,0
1519,152,111,2,49847.16,0
1520,76,290,3,65080.17,50
1521,245,494,1,19125.89,30
1522,602,310,2,63865.58,25
1523,672,35,4,76193.78,5
1524,354,68,3,9117.54,20
1525,192,510,4,22367.72,15
1526,461,137,4,470.36,15
1527,581,189,2,59863.11,10
1528,426,96,3,35033.15,0
1529,44,144,5,52856.39,25
1530,285,208,4,36547.21,0
1531,10,370,5,32311.22,15
1532,346,3,5,56003.31,5
1533,217,152,5,63042.43,10
1534,544,401,5,54083.58,50
1535,627,202,1,17805.18,25
1536,606,298,4,55971.52,0
1537,292,341,5,33142.04,0
1538,486,428,5,88278.87,50
1539,237,323,2,36467.69,25
1540,272,308,1,63461.29,5
1541,685,261,1,52570.17,30
1542,235,42,4,1969.75,5
1543,407,3,1,62854.13,10
1544,549,427,3,55635.36,50
1545,680,53,-5,38812.89,5
1546,547,295,2,46485.99,20
1547,575,337,2,13081.67,0
1548,440,82,2,49110.69,25
1549,22,102,3,47066.93,0
1550,674,300,4,24842.43,0
1551,437,209,3,14336.62,0
1552,296,317,5,19902.36,0
1553,79,160,1,61542.69,5
1554,68,277,1,10202.45,25
1555,346,125,5,55427.62,25
1556,524,126,5,66967.52,10
1557,86,365,3,40212.6,0
1558,398,194,3,5962.49,0
1559,636,89,2,89386.81,0
1560,351,165,5,62763.65,5
1561,491,360,4,10887.96,20
1562,107,413,2,5205.39,50
1563,653,496,1,84866.51,5
1564,673,507,4,26742.31,20
1565,330,378,1,46532.27,0
1566,464,193,3,5114.84,0
1567,681,382,4,23596.26,0
1568,323,475,1,48885.55,50
1569,534,120,4,7546.99,25
1570,567,349,1,62725.08,15
1571,252,320,4,63831.71,10
1572,40,110,3,39849.11,0
1573,265,389,3,5454.1,15
1574,422,77,3,83569.44,0
1575,511,316,4,44419.61,0
1576,27,292,1,73626.9,0
1577,538,103,1,54870.03,10
1578,342,326,2,42555.36,50
1579,218,81,3,35731.77,10
1580,564,82,5,57331.23,50
1581,560,305,3,75066.87,0
1582,414,42,4,2033.65,0
1583,674,342,1,25564.63,0
1584,71,97,5,80629.97,0
1585,110,489,3,34028.29,20
1586,555,110,5,43045.15,30
1587,254,84,2,10757.55,50
1588,107,18,2,2431.13,0
1589,699,245,-1,36072.11,30
1590,280,193,2,6091.99,0
1591,441,217,4,26202.48,5
1592,541,300,4,22321.19,50
1593,422,295,5,39373.29,0
1594,431,262,4,79793.76,0
1595,118,416,3,72797.71,0
1596,591,189,5,78712.15,0
1597,688,255,1,2902.43,5
1598,256,48,4,16135.24,0
1599,224,284,5,21867.08,0
1600,668,216,1,28131.52,20
OI9991,O9999,1,1,1000.0,10
OI9992,1,2,0,2000.0,5
OI9993,2,3,1,1500.0,120
