product_id,product_name,category,subcategory,cost_price
476,iPhone 13,Electronics,Mobiles,44387.92
477,ncert physics class 12 pro,Books,Academic,52131.7
478,Redmi Note 13 Plus,Electronics,Mobiles,41643.02
479,Steel Dinner Set Lite,Home,Kitchen,1413.75
480,  LED Diya Set Pro  ,Home,Decor,12267.89
481,FORMAL SHIRT 2024 EDITION,Clothing,Men,29007.43
482,Asus Vivobook 15 V2,Electronics,Laptops,41940.38
483,Half Girlfriend V2,Books,Fiction,31631.61
484,REALME NARZO 60 PLUS,Electronics,Mobiles,12081.73
485, denim jeans ,Clothing,Men,27924.4
486,VIVO Y27 LITE,Electronics,Mobiles,39639.35
487,Atomic Habits Plus,Books,Self-Help,51863.72
488,Wren and Martin Grammar Lite,Books,Academic,13908.56
489,  HP Pavilion 15 Plus  ,Electronics,Laptops,29105.5
490, iphone 13 pro ,Electronics,Mobiles,11972.57
491,Photo Frame Set V2,Home,Decor,1338.23
492,Wall Clock Plus,Home,Decor,20047.5
493,Acer Aspire 7,Electronics,Laptops,20839.46
494, rd sharma mathematics plus ,Books,Academic,14210.48
495,  Bookshelf Plus  ,Home,Furniture,48722.98
496, kids shorts ,Clothing,Kids,56651.0
497,JBL Bluetooth Speaker Pro,Electronics,Accessories,20540.08
498,  Lenovo IdeaPad Slim  ,Electronics,Laptops,43806.89
499,THINK LIKE A MONK 2024 EDITION,Books,Self-Help,52368.45
500,Pressure Cooker 5L Pro,Home,Kitchen,34395.27
501,  Cotton Saree 2024 Edition  ,Clothing,Women,19790.62
502,  Logitech Wireless Mouse V2  ,Electronics,Accessories,8357.66
503,MI POWER BANK 20000MAH PRO,Electronics,Accessories,18574.45
504, wall clock pro ,Home,Decor,25832.35
505, asus vivobook 15 v2 ,Electronics,Laptops,55985.15
506, anarkali suit ,Clothing,Women,33462.55
507,dell inspiron 14 pro,Electronics,Laptops,19089.98
508,Samsung Galaxy M14 Plus,Electronics,Mobiles,52813.91
509, pressure cooker 5l plus ,Home,Kitchen,26608.12
510,RD SHARMA MATHEMATICS V2,Books,Academic,16464.08
511,HP PAVILION 15 PRO,Electronics,Laptops,11125.55
512,  NCERT Physics Class 12 2024 Edition  ,Books,Academic,16048.41
513,JBL BLUETOOTH SPEAKER 2024 EDITION,Electronics,Accessories,13969.34
514,Kurti Set,Clothing,Women,41304.07
515,  Bookshelf 2024 Edition  ,Home,Furniture,28152.37
516,Boat Rockerz Headphones Lite,Electronics,Accessories,29512.16
517,MI POWER BANK 20000MAH PRO,Electronics,Accessories,1982.16
518,Redmi Note 13 Plus,Electronics,Mobiles,57014.37
519,Atomic Habits Pro,Books,Self-Help,45478.71
520,Steel Dinner Set 2024 Edition,Home,Kitchen,29422.08
